kind,etags,resourceId,resourceName,generatedResourceName,resourceType,resourceDescription,resourceEmail,resourceCategory,userVisibleDescription,capacity
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/LAvkU5PzPckRPQPoWkx_JcIIacQ""",-95244928-948,(機器)-東京-プロジェクター　EB-X24(白),(機器)-東京-プロジェクター　EB-X24(白),IT機器-東京,,919.jp_2d39353234343932382d393438@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/oTBlMDdtaUgEsp05DasbiB5U3xg""",-96549153-692,(ツール)-大阪-クイックがつくる求人広告,(ツール)-大阪-クイックがつくる求人広告,営業ツール-大阪,,919.jp_2d39363534393135332d363932@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/dh42iwyhuEgKEfFs11ZwVQjcyoQ""",1069438-843,東京-ATT-3-面談室13-4,東京-ATT-3-面談室13-4,会議室-ATT,,919.jp_313036393433382d383433@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/E3odRIYdtp0f_W5rWd40ORAwMpk""",1114124847,テスト-テスト２０１,テスト-テスト２０１,テスト用,,919.jp_31313134313234383437@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/N44GCybT2W63EPpush_xbB0uhlE""",1204761133,テスト-テスト１３,テスト-テスト１３,テスト用,窓があり、お客様のご来社時や面接に適しています。他の面談室が空いていたら、社内MTGは他面談室を優先的に使いましょう。,919.jp_31323034373631313333@resource.calendar.google.com,CATEGORY_UNKNOWN,窓があり、お客様のご来社時や面接に適しています。他の面談室が空いていたら、社内MTGは他面談室を優先的に使いましょう。,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Bv-wk_GB4UrSSk7tNTzqVRbtCkQ""",12110304580,東京-センタービル-休憩室-1,東京-センタービル-休憩室-1 (1),会議室-センタービル,,919.jp_3132313130333034353830@resource.calendar.google.com,CATEGORY_UNKNOWN,,1
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/t0M5tVwEsY3kjDQVClUo-Qr3bLE""",12325231913,テスト-テスト４５,テスト-テスト４５,テスト用,,919.jp_3132333235323331393133@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/wxtygJQUajYLJI20MPI8Ru9mPgY""",1248849169,大阪-第2面談室-4,大阪-第2面談室-4,会議室-大阪,,919.jp_31323438383439313639@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/SuU8eMdH2XyaCBKOD0w_jUxpiXE""",12812828948,テスト-テスト２３,テスト-テスト２３,テスト用,壁掛けテレビモニター常設。大阪とのテレビ会議・PCからTVへの投影可。,919.jp_3132383132383238393438@resource.calendar.google.com,CATEGORY_UNKNOWN,壁掛けテレビモニター常設。大阪とのテレビ会議・PCからTVへの投影可。,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/xv0owL1isgC0KdybcfTv0WtFPD4""",13784824706,(車)-堺-ミラ,(車)-堺-ミラ,車-大阪,,919.jp_3133373834383234373036@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/BA6iAswBm60ewPMpHL1V7enwrao""",1408992853,大阪-第4面談室-4,大阪-第4面談室-4,会議室-大阪,,919.jp_31343038393932383533@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/F0_OBHWRiWKKlyMs2C869dT7qWk""",16025731535,テスト-テスト４６,テスト-テスト４６,テスト用,ビクター Everio GZ-HM570(R),919.jp_3136303235373331353335@resource.calendar.google.com,CATEGORY_UNKNOWN,ビクター Everio GZ-HM570(R),
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/h16a4R_ol85zhPUgUjKvrIWhPrc""",16332966373,テスト-テスト５０,テスト-テスト５０,テスト用,■PJの常設されていない部屋でのMTG時に利用。　■社外への持ち出しは原則不可。どうしても必要な際は事前に事業推進課までご相談下さい,919.jp_3136333332393636333733@resource.calendar.google.com,CATEGORY_UNKNOWN,■PJの常設されていない部屋でのMTG時に利用。　■社外への持ち出しは原則不可。どうしても必要な際は事前に事業推進課までご相談下さい,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/znezfOww9n5aksFm0i2WVUID3GM""",16471137645,東京-センタービル-面談室①-6,東京-センタービル-面談室①-6 (6),会議室-センタービル,,919.jp_3136343731313337363435@resource.calendar.google.com,CATEGORY_UNKNOWN,,6
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/rTjIK2tGjqY2IT5yktjfJV1rQi0""",16526731926,テスト-テスト４８,テスト-テスト４８,テスト用,,919.jp_3136353236373331393236@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/f8zpCDLcIKzvqiEUdORtEa_aXIw""",16590234741,東京-センタービル-面談室②-4,東京-センタービル-面談室②-4 (4),会議室-センタービル,,919.jp_3136353930323334373431@resource.calendar.google.com,CATEGORY_UNKNOWN,,4
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/m9GnnUchUs1FBZgq8a1VOm6u6gs""",1665172845,東京-センタービル-面談室③-4,東京-センタービル-面談室③-4 (4),会議室-センタービル,,919.jp_31363635313732383435@resource.calendar.google.com,CATEGORY_UNKNOWN,,4
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/xmiGwvkO7LcE7-z0S9QnmH8eX5E""",17034204-751,(機器)-大阪-プロジェクタ【BenQ小】,(機器)-大阪-プロジェクタ【BenQ小】,IT機器-大阪,,919.jp_31373033343230342d373531@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/EMSa4Hbqa0XREi1e_O_DxQqC6xA""",1916124300,テスト-テスト２５,テスト-テスト２５,テスト用,,919.jp_31393136313234333030@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/07Fhbh669bNjnJoCY1TrBro6QMY""",19327422789,播磨ログハウス (要総務部申請),播磨ログハウス (要総務部申請),福利厚生保養所,,919.jp_3139333237343232373839@resource.calendar.google.com,CATEGORY_UNKNOWN,,
admin#directory#resources#calendars#CalendarResource,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/6ynzptlXskd0IeBnxmLBX6KWClI""",21012143-225,(PC)-名古屋-ノートＰＣ,(PC)-名古屋-ノートＰＣ,備品・部屋-名古屋R,,919.jp_32313031323134332d323235@resource.calendar.google.com,CATEGORY_UNKNOWN,,
