kind,id,etag,email,name,directMembersCount,description,adminCreated,nonEditableAliases,aliases
admin#directory#group,01qoc8b149h6wmw,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/N4qLYs2ja4OuzyW0NdnlXK8hbGw""",area-o-chuou@919.jp,AS大阪_中央・南西,10,,True,"['area-o-chuou@919.jp.test-google-a.com', 'area-o-chuou@g.919.jp', 'area-o-chuou@g.919.co.jp', 'area-o-chuou@kango-roo.com']",
admin#directory#group,01y810tw1rqsfui,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/teuEfX72-dqbbG-FShJ35-4Ppm8""",area-o-genkou@919.jp,AS大阪_原稿,2,,True,"['area-o-genkou@919.jp.test-google-a.com', 'area-o-genkou@g.919.co.jp', 'area-o-genkou@g.919.jp', 'area-o-genkou@kango-roo.com']",
admin#directory#group,0184mhaj3uua8i3,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/MJ6M_I3qbfgX3YYVsBXCNRXeJ6w""",area-o-kita@919.jp,AS大阪_北・福島,7,,True,"['area-o-kita@919.jp.test-google-a.com', 'area-o-kita@g.919.jp', 'area-o-kita@g.919.co.jp', 'area-o-kita@kango-roo.com']",
admin#directory#group,0319y80a1hctqsg,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/fsXEZ95RdIy5cwDANaT8mZz40E0""",area-o-ote@919.jp,AS大阪_大手,16,,True,"['area-o-ote@g.919.jp', 'area-o-ote@g.919.co.jp', 'area-o-ote@919.jp.test-google-a.com', 'area-o-ote@kango-roo.com']",
admin#directory#group,00pkwqa133mfah4,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/skpXqrNPnwFEofex3TCvn6fA5dI""",area-o-seisaku@919.jp,AS大阪_制作,4,,True,"['area-o-seisaku@g.919.jp', 'area-o-seisaku@g.919.co.jp', 'area-o-seisaku@919.jp.test-google-a.com', 'area-o-seisaku@kango-roo.com']",
admin#directory#group,02zbgiuw16zjyms,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/eAf4jQWqxNAlEsn-NBPGNtaxjwA""",area-o-senryaku@919.jp,AS大阪_戦略チーム,2,,True,"['area-o-senryaku@g.919.jp', 'area-o-senryaku@g.919.co.jp', 'area-o-senryaku@919.jp.test-google-a.com', 'area-o-senryaku@kango-roo.com']",
admin#directory#group,04f1mdlm3sb2s71,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/hSC97PzLOtIptOm2MMxyZu89c2A""",area-o-shomu@919.jp,AS大阪_庶務,3,,True,"['area-o-shomu@g.919.co.jp', 'area-o-shomu@919.jp.test-google-a.com', 'area-o-shomu@g.919.jp', 'area-o-shomu@kango-roo.com']",
admin#directory#group,00zu0gcz228y0d6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/8f7pS9DG0CxXFHME2woSmKsI-H4""",area-o-ssp@919.jp,AS大阪_SSP,2,,True,"['area-o-ssp@g.919.jp', 'area-o-ssp@g.919.co.jp', 'area-o-ssp@919.jp.test-google-a.com', 'area-o-ssp@kango-roo.com']",
admin#directory#group,04k668n333sn6g9,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/BUjG4WNT10UHZJPz18cM7p6Zy94""",area-o-suita@919.jp,AS大阪_吹田・北摂,10,,True,"['area-o-suita@919.jp.test-google-a.com', 'area-o-suita@g.919.jp', 'area-o-suita@g.919.co.jp', 'area-o-suita@kango-roo.com']",
admin#directory#group,00rjefff1z071td,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/daAFNlIVNcWP6C0W6eCOgRFIvCo""",area-o-sup@919.jp,AS大阪_営業サポート課,3,,True,"['area-o-eigyo@g.919.jp', 'area-o-eigyo@g.919.co.jp', 'area-o-eigyo@919.jp.test-google-a.com', 'area-o-sup@919.jp.test-google-a.com', 'area-o-sup@g.919.co.jp', 'area-o-sup@g.919.jp', 'area-o-sup@kango-roo.com', 'area-o-eigyo@kango-roo.com']",['area-o-eigyo@919.jp']
admin#directory#group,04anzqyu2tsvakl,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/VU7gS5bxh4Q8vl6_jBMtp0YShqQ""",area-osaka@919.jp,エリアサポート西日本営業部,9,,True,"['area-osaka@919.jp.test-google-a.com', 'area-osaka@g.919.jp', 'area-osaka@g.919.co.jp', 'area-osaka@kango-roo.com']",
admin#directory#group,01d96cc03pcgbj6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/MlmAnrDgfAXJ9oXsINSJtKmhnm0""",area-sakai@919.jp,エリアサポート堺,7,,True,"['area-sakai@919.jp.test-google-a.com', 'area-sakai@g.919.jp', 'area-sakai@g.919.co.jp', 'area-sakai@kango-roo.com']",
admin#directory#group,00pkwqa13v0x61a,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/WqAr2QVFkO55YEYaRQKoOx-w35k""",area-t-1@919.jp,AS東京_総合企画1課,9,,True,"['area-t-1@g.919.jp', 'area-t-1@g.919.co.jp', 'area-t-1@919.jp.test-google-a.com', 'area-t-1@kango-roo.com']",
admin#directory#group,03rdcrjn4fs2ewk,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Lay9b_wALHKznTP0qUc0OaTTXC8""",area-t-2@919.jp,AS東京_総合企画2課,6,,True,"['area-t-2@g.919.jp', 'area-t-2@g.919.co.jp', 'area-t-2@919.jp.test-google-a.com', 'area-t-2@kango-roo.com']",
admin#directory#group,039kk8xu3y5zdn5,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/OFDS6S1GwUmbH-9jDGJJfrt2zDI""",area-t-chuou@919.jp,AS東京_千代田・中央T,3,,True,"['area-t-chuou@g.919.jp', 'area-t-chuou@919.jp.test-google-a.com', 'area-t-chuou@kango-roo.com', 'area-t-chuou@g.919.co.jp']",
admin#directory#group,03ygebqi4kz26tk,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/LORLLKU7cSkKJFHQrUCLhyBgLv8""",area-t-eigyo@919.jp,AS東京_営業企画,5,,True,"['area-t-kikaku@g.919.jp', 'area-t-kikaku@g.919.co.jp', 'area-t-kikaku@919.jp.test-google-a.com', 'area-t-eigyo@919.jp.test-google-a.com', 'area-t-eigyo@g.919.co.jp', 'area-t-eigyo@g.919.jp', 'area-t-eigyo@kango-roo.com', 'area-t-kikaku@kango-roo.com']",['area-t-kikaku@919.jp']
admin#directory#group,02jxsxqh2ffjquz,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/-zcp9GheZcimeo80oR2o17Yn4W4""",area-t-minato@919.jp,AS東京_港T,5,,True,"['area_t_minato@919.jp.test-google-a.com', 'area_t_minato@g.919.jp', 'area_t_minato@g.919.co.jp', 'area-t-minato@919.jp.test-google-a.com', 'area-t-minato@g.919.co.jp', 'area-t-minato@g.919.jp', 'area-t-minato@kango-roo.com', 'area_t_minato@kango-roo.com']",['area_t_minato@919.jp']
admin#directory#group,01tuee741ze31ed,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/DAfVg__52E69rZKJZgmEmz6uWt8""",area-t-saiyo-naikin@919.jp,AS東京_採用支援課アシスタント,6,,True,"['area-t-saiyo-naikin@g.919.co.jp', 'area-t-saiyo-naikin@kango-roo.com', 'area-t-saiyo-naikin@g.919.jp', 'area-t-saiyo-naikin@919.jp.test-google-a.com']",
admin#directory#group,03mzq4wv1bjbhbd,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/SrKLbddn0nIYJuJne1nHpOROtK0""",area-t-saiyo@919.jp,AS東京_採用支援課,7,,True,"['area-t-saiyo@g.919.jp', 'area-t-saiyo@g.919.co.jp', 'area-t-saiyo@919.jp.test-google-a.com', 'area-t-saiyo@kango-roo.com']",
admin#directory#group,01664s552fak83o,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uEqQxpnwSD_kyGsRC3srLJHFZEQ""",area-t-shibuya@919.jp,AS東京_渋谷T,6,,True,"['area-t-shibuya@919.jp.test-google-a.com', 'area-t-shibuya@g.919.co.jp', 'area-t-shibuya@g.919.jp', 'area-t-shibuya@kango-roo.com']",['area_t_shibuya@919.co.jp']
admin#directory#group,028h4qwu2ctiz7j,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/8BMbYqFMbRp528Njyxa-yOazPLQ""",area-t-shinagawa@919.jp,AS東京_品川・目黒・世田谷T,6,,True,"['area_t_shinagawa@919.jp.test-google-a.com', 'area_t_shinagawa@g.919.jp', 'area_t_shinagawa@g.919.co.jp', 'area-t-shinagawa@919.jp.test-google-a.com', 'area-t-shinagawa@g.919.co.jp', 'area-t-shinagawa@g.919.jp', 'area-t-shinagawa@kango-roo.com', 'area_t_shinagawa@kango-roo.com']",['area_t_shinagawa@919.jp']
admin#directory#group,030j0zll211qa82,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/5donnGPEyTMOIKUUH_nJb6gduxo""",area-t-shomu@919.jp,AS東京_庶務,4,,True,"['area-t-shomu@g.919.co.jp', 'area-t-shomu@g.919.jp', 'area-t-shomu@kango-roo.com', 'area-t-shomu@919.jp.test-google-a.com']",
admin#directory#group,03j2qqm30v53zxe,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/1KBBnK8rtUiyA2LB39d-zOowr_s""",area-t-sogo-naikin@919.jp,AS東京_総合企画課アシスタント,6,,True,"['area-t-sogo-naikin@g.919.jp', 'area-t-sogo-naikin@g.919.co.jp', 'area-t-sogo-naikin@919.jp.test-google-a.com', 'area-t-sogo-naikin@kango-roo.com']",
admin#directory#group,00gjdgxs0rqhvp6,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/5yFfjfS-DvlDcZv282730G1v4K4""",area-t-sogo@919.jp,AS東京_総合企画課,6,,True,"['area-t-sogo@g.919.jp', 'area-t-sogo@g.919.co.jp', 'area-t-sogo@919.jp.test-google-a.com', 'area-t-sogo@kango-roo.com']",
admin#directory#group,02szc72q1lckxnj,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/w7e-H9fLgpM9khsJAVbXrWBaTHY""",area-tameike@919.jp,エリアサポート溜池,3,,True,"['area-tameike@919.jp.test-google-a.com', 'area-tameike@g.919.co.jp', 'area-tameike@g.919.jp', 'area-tameike@kango-roo.com']",
admin#directory#group,0147n2zr3rizrdl,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/sDTzwXt8rFeudf2DdDgebo1_EUo""",area-tokyo@919.jp,エリアサポート東日本営業部,5,,True,"['area-tokyo@919.jp.test-google-a.com', 'area-tokyo@g.919.jp', 'area-tokyo@g.919.co.jp', 'area-tokyo@kango-roo.com']",
admin#directory#group,035nkun22pmfbci,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/NqKQMKRJsuOjHsl3vGOPMWQg0Gk""",area-y-gaikin@919.jp,AS新横浜_外勤,13,,True,"['area-y-gaikin@919.jp.test-google-a.com', 'area-y-gaikin@kango-roo.com', 'area-y-gaikin@g.919.co.jp', 'area-y-gaikin@g.919.jp']",
admin#directory#group,02szc72q49kve78,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/MI33o4psuzOTBFONtWkHGW87Xsk""",area-y-inside@919.jp,AS新横浜_インサイド,5,,True,"['area-y-inside@g.919.co.jp', 'area-y-inside@g.919.jp', 'area-y-inside@kango-roo.com', 'area-y-inside@919.jp.test-google-a.com']",
admin#directory#group,025b2l0r1fc2uwv,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/vkXm0lyvAfSbDg7eHGfJ3kFXt7Q""",area-y-naikin@919.jp,AS新横浜_庶務・制作,5,,True,"['area-y-naikin@g.919.co.jp', 'area-y-naikin@g.919.jp', 'area-y-naikin@kango-roo.com', 'area-y-naikin@919.jp.test-google-a.com']",
admin#directory#group,03ygebqi3tq3n13,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/G3Ttp525fpI8EIsg0OpYRhKB5lk""",area-yokohama@919.jp,AS新横浜,4,,True,"['area-yokohama@919.jp.test-google-a.com', 'area-yokohama@g.919.jp', 'area-yokohama@g.919.co.jp', 'area-yokohama@kango-roo.com']",
admin#directory#group,04iylrwe1bmhpec,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/bA87mYkU4325oY8m8ZoNbSO9cqM""",as-staff@919.jp,エリアサポートスタッフ,5,,True,"['as-staff@919.jp.test-google-a.com', 'as-staff@g.919.jp', 'as-staff@g.919.co.jp', 'as-staff@kango-roo.com']",
admin#directory#group,01y810tw196s5ly,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/tkEQra1_t3CfRrTFskENehZ5pZ4""",as_17_ikusei_pub@919.jp,AS_17_育担チーム,6,,False,"['as_17_ikusei_pub@g.919.jp', 'as_17_ikusei_pub@g.919.co.jp', 'as_17_ikusei_pub@919.jp.test-google-a.com', 'as_17_ikusei_pub@kango-roo.com']",
admin#directory#group,03jtnz0s0owj1xy,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Lb7AsgdosGOfl9_yI1m8zhG6aoQ""",as_17_shinjin_pub@919.jp,AS_17_新人,6,,False,"['as_17_shinjin_pub@g.919.jp', 'as_17_shinjin_pub@g.919.co.jp', 'as_17_shinjin_pub@919.jp.test-google-a.com', 'as_17_shinjin_pub@kango-roo.com']",
admin#directory#group,048pi1tg11akq72,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/7X_C0lyY_EMwhGcmMqQlpnqXfFg""",askanto-staff@919.jp,AS関東アシスタントチーム,7,,True,"['askanto-staff@919.jp.test-google-a.com', 'askanto-staff@g.919.jp', 'askanto-staff@g.919.co.jp', 'askanto-staff@kango-roo.com']",
admin#directory#group,03o7alnk2xueuy9,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/QoRWiJpPxIRtuXGnuYF1_KbcKmA""",biz@919.co.jp,紹介部_biz,10,,True,"['biz@919.jp.test-google-a.com', 'biz@g.919.co.jp', 'biz@g.919.jp', 'biz@kango-roo.com']",['biz@919.jp']
admin#directory#group,02grqrue1o1eokf,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uWbyj57k_4ApYfL0hE8TduzQd-s""",career-info@919.jp,【中途採用情報】,51,中途採用全般のメール配信,True,"['career-info@919.jp.test-google-a.com', 'career-info@g.919.jp', 'career-info@g.919.co.jp', 'career-info@kango-roo.com']",
admin#directory#group,03as4poj0h1kvtn,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/0aTrCdzfIHW0XkpZ8KCEWi29Gyo""",cat-test@919.jp,紹介部_cat-test,6,,True,"['cat-test@919.jp.test-google-a.com', 'cat-test@g.919.jp', 'cat-test@g.919.co.jp', 'cat-test@kango-roo.com']",
admin#directory#group,037m2jsg3ruh2ql,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/UNMwHFKwsU6Qj_2LOeKebkpc_Mo""",cat@919.jp,紹介部_cat,13,,True,"['cat@919.jp.test-google-a.com', 'cat@g.919.jp', 'cat@g.919.co.jp', 'cat@kango-roo.com']",
admin#directory#group,02fk6b3p3ntzl2i,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/wf4LNgugjE-f5Wvhpz4nwKnYElw""",cc@919.jp,カラフルカンパニー,171,,True,"['cc@919.jp.test-google-a.com', 'cc@g.919.jp', 'cc@g.919.co.jp', 'cc@kango-roo.com']",
admin#directory#group,04f1mdlm0xrfp1s,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/f6bRV2wt-8Wh2hDP5hhvEceXiX8""",cckf-saiyo@919.jp,ココカラファイン様　採用プロジェクト,3,,True,"['cckf-saiyo@g.919.jp', 'cckf-saiyo@g.919.co.jp', 'cckf-saiyo@919.jp.test-google-a.com', 'cckf-saiyo@kango-roo.com']",
admin#directory#group,044sinio4k1h29b,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/S0Jfyy5wH3cz9hg4-iLxEB237-U""",const@919.jp,紹介部_const,38,,True,"['const@919.jp.test-google-a.com', 'const@g.919.jp', 'const@g.919.co.jp', 'const@kango-roo.com']",
admin#directory#group,02ce457m2knv2d3,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/xJ3ez4_kj8HuEHBJSn5ojAqdWAw""",cosme@919.jp,紹介部_cosme,26,,True,"['cosme@919.jp.test-google-a.com', 'cosme@g.919.jp', 'cosme@g.919.co.jp', 'cosme@kango-roo.com']",
admin#directory#group,048pi1tg0kv5m0c,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/A1Cql0OtFUGohjcCBLTYnct4YMI""",cs-2@919.jp,第二営業部全体,26,rakumo階層表示用に作成(2018-01-15),True,"['cs-2@919.jp.test-google-a.com', 'cs-2@g.919.co.jp', 'cs-2@g.919.jp', 'cs-2@kango-roo.com']",
admin#directory#group,0206ipza37tvkzp,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/uoGLqPDrc0fTHjoa-swXI-MUCjw""",cs-all@919.jp,キャリアシステム,16,キャリアシステム全体,True,"['cs-all@919.jp.test-google-a.com', 'cs-all@g.919.jp', 'cs-all@g.919.co.jp', 'cs-all@kango-roo.com']",
admin#directory#group,04i7ojhp3fxivfz,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/QTo4Rnnb297-6ySddfw7OUyoBss""",cs-cd@919.jp,CD,7,rakumo階層表示用に作成(2018-01-15),True,"['cs-cd@g.919.co.jp', 'cs-cd@919.jp.test-google-a.com', 'cs-cd@g.919.jp', 'cs-cd@kango-roo.com']",
admin#directory#group,02zbgiuw1enviz8,"""BHP2ZsIq1HPrqEG_xY7Tkngn4lU/Gh_MqvYPaTTFHi-yTms6LXnfgKc""",cs-contact@919.jp,キャリアシステム営業推進室,4,,True,"['cs-contact@g.919.jp', 'cs-contact@g.919.co.jp', 'cs-contact@919.jp.test-google-a.com', 'cs-contact@kango-roo.com']",
